+25,753,ย 2์/๑,+22,753,ย 2์/๑
+28,750,ัว 2์/๑,+22,750,ัว 2์/๑
+23,749,ั 4์/๑,+18,750,ั 4์/๑
+22,751,ั 3์/๑,+19,749,ั 3์/๑
+27,746,ว 4์/๑,+23,745,ว 4์/๑
+28,746,Þว 5์/๑,+24,745,Þว 5์/๑
+30,744,Þ 5์/๑,+26,744,Þ 5์/๑
+26,745,ัว 2์/๑,+24,745,ัว 2์/๑
+28,743,ั 2์/๑,+22,744,ั 2์/๑
+24,747,ว 2์/๑,+16,750,ว 2์/๑
+25,751,Þว 3์/๑,+25,751,Þว 3์/๑
+30,752,ว 2์/๑,+19,753,ว 2์/๑
+26,754,ัว 2์/๑,+19,756,ัว 2์/๑
+28,753,ว 2์/๑,+28,753,ว 2์/๑
+31,752,ุ,+27,752,ุ
+35,750,ย 2์/๑,+26,750,ย 2์/๑
+35,750,ว 2์/๑,+29,750,ว 2์/๑
+36,748,Þย 2์/๑,+26,748,Þย 2์/๑
+34,747,ย 3์/๑,+24,748,ย 3์/๑
+29,750,ว 3์/๑,+24,750,ว 3์/๑
+28,747,Þ 2์/๑,+21,747,Þ 2์/๑
+19,749,ัว 3์/๑,+17,750,ัว 3์/๑
+23,752,ว 2์/๑,+20,751,ว 2์/๑
+30,752,Þว 2์/๑,+23,752,Þว 2์/๑
+31,753,ว 1์/๑,+24,753,ว 1์/๑
+27,753,ย 2์/๑,+20,754,ย 2์/๑
+23,754,ัย 2์/๑,+20,754,ัย 2์/๑
+23,754,ย 2์/๑,+20,753,ย 2์/๑
+26,753,ั 3์/๑,+20,753,ั 3์/๑
+25,755,ัย 2์/๑,+20,756,ัย 2์/๑
+27,754,ว 3์/๑,+21,753,ว 3์/๑
+28,747,ว 5์/๑,+20,747,ว 5์/๑
+21,751,ั 2์/๑,+15,753,ั 2์/๑
+20,752,ัว 3์/๑,+16,752,ัว 3์/๑
+24,747,ัว 3์/๑,+19,744,ัว 3์/๑
+25,737,ว 4์/๑,+16,737,ว 4์/๑
+20,728,ย 2์/๑,+16,733,ย 2์/๑
+18,737,ัว 2์/๑,+14,738,ัว 2์/๑
+18,737,ย 1์/๑,+15,736,ย 1์/๑
+14,738,ว 3์/๑,+12,742,ว 3์/๑
+22,748,ัว 4์/๑,+16,750,ัว 4์/๑
+25,749,Þว 2์/๑,+18,748,Þว 2์/๑
+21,747,ุ,+19,747,ุ
+28,747,ัว 1์/๑,+22,747,ัว 1์/๑
+29,748,ัย 2์/๑,+24,748,ัย 2์/๑
+29,748,ว 2์/๑,+25,747,ว 2์/๑
+31,748,ย 2์/๑,+25,748,ย 2์/๑
+32,748,ั 2์/๑,+27,749,ั 2์/๑
+29,749,ั 2์/๑,+23,750,ั 2์/๑
+29,749,ว 1์/๑,+23,747,ว 1์/๑
+31,745,ว 3์/๑,+25,746,ว 3์/๑
+31,745,ัว 2์/๑,+24,745,ัว 2์/๑
+30,746,ั 3์/๑,+24,746,ั 3์/๑
+31,747,ย 2์/๑,+27,746,ย 2์/๑
+27,742,ัย 2์/๑,+23,743,ัย 2์/๑
+20,746,ว 1์/๑,+19,746,ว 1์/๑
+26,747,Þว 4์/๑,+19,747,Þว 4์/๑
+27,746,ว 2์/๑,+22,745,ว 2์/๑
+30,745,ัว 2์/๑,+25,745,ัว 2์/๑
+30,746,Þ 2์/๑,+26,747,Þ 2์/๑
+30,747,Þย 1์/๑,+23,746,Þย 1์/๑
+33,745,ัย 1์/๑,+28,746,ัย 1์/๑
+29,745,Þว 1์/๑,+24,744,Þว 1์/๑
+24,742,ย 1์/๑,+21,742,ย 1์/๑
+27,743,ัว 2์/๑,+22,744,ัว 2์/๑
+25,746,ัย 2์/๑,+20,746,ัย 2์/๑
+26,747,ว 1์/๑,+19,747,ว 1์/๑
+29,746,ว 2์/๑,+23,744,ว 2์/๑
+24,741,ัย 1์/๑,+19,740,ัย 1์/๑
+20,742,ั 4์/๑,+14,745,ั 4์/๑
+19,745,ั 3์/๑,+16,746,ั 3์/๑
+16,746,ัว 1์/๑,+14,747,ัว 1์/๑
+16,747,ว 1์/๑,+12,749,ว 1์/๑
+20,747,ว 2์/๑,+18,747,ว 2์/๑
+25,748,ว 2์/๑,+20,749,ว 2์/๑
+28,750,ย 1์/๑,+22,750,ย 1์/๑
+21,749,Þย 1์/๑,+18,747,Þย 1์/๑
+19,744,ว 3์/๑,+20,744,ว 3์/๑
+23,745,ว 4์/๑,+19,744,ว 4์/๑
+23,744,ว 3์/๑,+16,745,ว 3์/๑
+23,747,ว 3์/๑,+19,748,ว 3์/๑
+29,748,Þว 4์/๑,+20,748,Þว 4์/๑
+31,748,ว 1์/๑,+26,748,ว 1์/๑
+25,747,Þ 2์/๑,+18,747,Þ 2์/๑
+25,743,ั 2์/๑,+19,741,ั 2์/๑
+15,745,ย 1์/๑,+15,745,ย 1์/๑
+20,742,Þว 2์/๑,+15,742,Þว 2์/๑
+20,746,ั 2์/๑,+15,748,ั 2์/๑
+21,747,ั 2์/๑,+14,747,ั 2์/๑
+22,744,ว 2์/๑,+17,745,ว 2์/๑
+23,746,ั 2์/๑,+17,747,ั 2์/๑
+21,747,ว 1์/๑,+16,747,ว 1์/๑
+23,745,ว 2์/๑,+19,744,ว 2์/๑
+21,747,ัว 1์/๑,+17,748,ัว 1์/๑
+23,751,ัย 2์/๑,+17,753,ัย 2์/๑
+23,757,ย 1์/๑,+16,758,ย 1์/๑
+26,756,ั 1์/๑,+16,756,ั 1์/๑
+27,756,ว 2์/๑,+19,756,ว 2์/๑
+27,756,ย 2์/๑,+22,756,ย 2์/๑
+26,755,ย 2์/๑,+22,755,ย 2์/๑
+28,755,ย 1์/๑,+23,756,ย 1์/๑
+28,757,ย 2์/๑,+18,758,ย 2์/๑
+28,758,ว 1์/๑,+18,759,ว 1์/๑
+26,757,ัว 2์/๑,+18,756,ัว 2์/๑
+19,752,ัว 3์/๑,+17,751,ัว 3์/๑
+24,749,ุ,+21,750,ุ
+21,749,ย 1์/๑,+17,750,ย 1์/๑
+21,750,ัย 2์/๑,+19,750,ัย 2์/๑
+25,750,ย 1์/๑,+20,751,ย 1์/๑
+21,750,ั 1์/๑,+15,751,ั 1์/๑
+17,752,ั 2์/๑,+13,753,ั 2์/๑
+17,753,Þย 1์/๑,+15,750,Þย 1์/๑
+15,747,Þ 2์/๑,+15,746,Þ 2์/๑
+13,747,ย 1์/๑,+7,748,ย 1์/๑
+14,750,ัว 3์/๑,+6,750,ัว 3์/๑
+14,753,ุ,+8,752,ุ
+18,749,Þว 3์/๑,+16,749,Þว 3์/๑
+18,744,Þว 2์/๑,+13,744,Þว 2์/๑
+17,741,ว 2์/๑,+16,741,ว 2์/๑
+13,744,Þ 1์/๑,+9,744,Þ 1์/๑
+13,744,ุ,+10,747,ุ
+17,751,ว 2์/๑,+10,752,ว 2์/๑
+15,750,Þว 2์/๑,+14,749,Þว 2์/๑
+13,747,Þว 3์/๑,+16,744,Þว 3์/๑
+13,741,ย 2์/๑,+13,741,ย 2์/๑
+9,744,ั 2์/๑,+4,747,ั 2์/๑
+12,746,Þ 5์/๑,+11,744,Þ 5์/๑
+11,748,Þว 3์/๑,+7,749,Þว 3์/๑
+12,753,ั 1์/๑,+8,754,ั 1์/๑
+11,748,Þ 2์/๑,+8,744,Þ 2์/๑
+12,744,ว 5์/๑,+7,746,ว 5์/๑
+8,752,ัว 2์/๑,+7,754,ัว 2์/๑
+11,754,Þว 3์/๑,+11,753,Þว 3์/๑
+17,749,Þว 6์/๑,+12,747,Þว 6์/๑
+9,751,ัว 3์/๑,+2,755,ัว 3์/๑
+10,757,ว 2์/๑,+4,758,ว 2์/๑
+10,756,Þย 3์/๑,+6,756,Þย 3์/๑
+18,753,Þ 2์/๑,+13,753,Þ 2์/๑
+20,754,Þย 2์/๑,+14,755,Þย 2์/๑
+19,757,Þ 2์/๑,+13,758,Þ 2์/๑
+17,758,ว 1์/๑,+14,759,ว 1์/๑
+18,756,Þ 2์/๑,+13,756,Þ 2์/๑
+18,756,Þ 1์/๑,+15,757,Þ 1์/๑
+21,756,Þ 2์/๑,+17,756,Þ 2์/๑
+17,756,ว 1์/๑,+10,756,ว 1์/๑
+10,757,ัย 1์/๑,+8,758,ัย 1์/๑
+11,760,ย 2์/๑,+5,763,ย 2์/๑
+7,759,ย 2์/๑,+6,756,ย 2์/๑
+6,749,ุ,+7,747,ุ
+3,753,ั 4์/๑,-1,758,ั 4์/๑
+2,762,ุ,-2,762,ุ
+3,757,Þว 2์/๑,+2,755,Þว 2์/๑
+6,751,Þ 3์/๑,+2,750,Þ 3์/๑
+3,743,Þย 2์/๑,+4,742,Þย 2์/๑
+6,742,Þว 3์/๑,+3,744,Þว 3์/๑
+1,749,ว 3์/๑,0,750,ว 3์/๑
0,750,ว 3์/๑,-2,751,ว 3์/๑
-1,753,ัย 2์/๑,-3,754,ัย 2์/๑
-3,754,ั 2์/๑,-6,754,ั 2์/๑
-4,754,ัย 2์/๑,-3,754,ัย 2์/๑
-3,757,ัย 1์/๑,-2,759,ัย 1์/๑
0,761,ัย 1์/๑,0,762,ัย 1์/๑
-3,763,ย 1์/๑,-3,764,ย 1์/๑
-1,765,ั 2์/๑,-2,765,ั 2์/๑
-1,760,Þว 3์/๑,-1,759,Þว 3์/๑
+1,759,ุ,+1,759,ุ
0,759,ย 2์/๑,-1,758,ย 2์/๑
+3,758,Þย 2์/๑,0,759,Þย 2์/๑
+4,761,ย 3์/๑,0,764,ย 3์/๑
+2,764,ย 3์/๑,0,765,ย 3์/๑
+1,762,ย 2์/๑,-2,762,ย 2์/๑
+1,759,ย 3์/๑,-1,759,ย 3์/๑
0,757,ย 4์/๑,-2,757,ย 4์/๑
-1,757,ุ,-2,756,ุ
0,750,Þย 2์/๑,+1,749,Þย 2์/๑
+1,747,ย 1์/๑,+1,746,ย 1์/๑
+1,747,ัว 1์/๑,0,746,ัว 1์/๑
0,738,Þย 2์/๑,0,737,Þย 2์/๑
+1,744,ุ,+1,747,ุ
+1,750,Þว 2์/๑,+1,748,Þว 2์/๑
+3,747,Þ 2์/๑,+2,746,Þ 2์/๑
+3,745,Þ 1์/๑,+3,747,Þ 1์/๑
+4,748,Þว 2์/๑,+4,749,Þว 2์/๑
+5,751,Þว 1์/๑,+5,753,Þว 1์/๑
+7,752,Þว 2์/๑,+5,752,Þว 2์/๑
+3,753,Þ 2์/๑,+4,753,Þ 2์/๑
+3,758,ัว 1์/๑,+1,761,ัว 1์/๑
+1,762,Þ 2์/๑,+1,761,Þ 2์/๑
+1,755,ว 4์/๑,+1,753,ว 4์/๑
0,752,ว 3์/๑,0,753,ว 3์/๑
-3,759,ัย 3์/๑,-5,759,ัย 3์/๑
-8,763,ั 1์/๑,-12,765,ั 1์/๑
-12,766,ย 2์/๑,-12,766,ย 2์/๑
-9,765,ว 3์/๑,-10,764,ว 3์/๑
-8,760,ว 3์/๑,-9,759,ว 3์/๑
-7,761,ุ,-9,762,ุ
-10,762,ย 1์/๑,-12,761,ย 1์/๑
-10,758,ย 2์/๑,-10,756,ย 2์/๑
-9,747,ย 1์/๑,-9,744,ย 1์/๑
-11,747,ั 1์/๑,-19,750,ั 1์/๑
-23,754,ั 2์/๑,-25,753,ั 2์/๑
-24,755,ัว 1์/๑,-28,758,ัว 1์/๑
-25,761,ุ,-26,761,ุ
-22,755,ุ,-20,753,ุ
-13,751,ัย 2์/๑,-16,752,ัย 2์/๑
-15,755,ัย 1์/๑,-16,756,ัย 1์/๑
-11,755,ย 3์/๑,-8,753,ย 3์/๑
-7,753,Þย 1์/๑,-6,756,Þย 1์/๑
-12,764,ุ,-14,764,ุ
-9,761,Þ 3์/๑,-8,759,Þ 3์/๑
-4,756,Þ 3์/๑,-4,755,Þ 3์/๑
-3,752,ุ,-3,750,ุ
-2,740,Þย 5์/๑,-1,737,Þย 5์/๑
+1,744,Þว 4์/๑,-1,753,Þว 4์/๑
-2,742,ย 2์/๑,0,739,ย 2์/๑
-2,741,Þย 2์/๑,-1,741,Þย 2์/๑
-2,746,Þย 2์/๑,-4,745,Þย 2์/๑
-4,745,ย 3์/๑,-1,742,ย 3์/๑
-5,743,ย 2์/๑,-6,741,ย 2์/๑
-3,734,ย 1์/๑,0,734,ย 1์/๑
-17,743,ัว 2์/๑,-21,747,ัว 2์/๑
-19,757,ั 1์/๑,-21,759,ั 1์/๑
-18,763,ุ,-22,764,ุ
-17,767,ัว 2์/๑,-21,767,ัว 2์/๑
-20,766,ย 2์/๑,-17,764,ย 2์/๑
-8,761,Þ 1์/๑,-8,760,Þ 1์/๑
-12,760,ุ,-16,760,ุ
-14,756,Þว 1์/๑,-12,756,Þว 1์/๑
-11,752,Þว 2์/๑,-12,750,Þว 2์/๑
-7,747,ว 3์/๑,-7,748,ว 3์/๑
-8,751,ัว 2์/๑,-12,755,ัว 2์/๑
-14,761,ุ,-16,761,ุ
-17,768,ุ,-20,771,ุ
-17,774,ุ,-22,774,ุ
-18,770,ว 2์/๑,-21,770,ว 2์/๑
-17,769,ย 1์/๑,-19,769,ย 1์/๑
-17,770,ย 1์/๑,-17,770,ย 1์/๑
-15,767,ุ,-19,765,ุ
-20,763,ุ,-26,764,ุ
-22,762,ุ,-27,762,ุ
-19,761,ุ,-21,760,ุ
-14,761,ย 2์/๑,-13,761,ย 2์/๑
-7,761,ย 4์/๑,-10,764,ย 4์/๑
-12,762,ย 3์/๑,-15,759,ย 3์/๑
-14,749,ย 2์/๑,-16,747,ย 2์/๑
-15,748,ย 1์/๑,-20,750,ย 1์/๑
-16,750,ย 4์/๑,-12,750,ย 4์/๑
-7,757,ย 1์/๑,-7,758,ย 1์/๑
-5,758,Þย 3์/๑,-6,759,Þย 3์/๑
-7,759,ย 3์/๑,-9,760,ย 3์/๑
-11,764,ย 3์/๑,-14,766,ย 3์/๑
-9,772,ย 2์/๑,-12,773,ย 2์/๑
-9,770,ุ,-13,768,ุ
-10,767,ัว 1์/๑,-16,767,ัว 1์/๑
-11,767,ว 1์/๑,-16,767,ว 1์/๑
-13,767,ย 2์/๑,-15,767,ย 2์/๑
-14,770,ย 4์/๑,-16,770,ย 4์/๑
-15,774,Þย 2์/๑,-18,775,Þย 2์/๑
-16,776,Þย 2์/๑,-19,776,Þย 2์/๑
-12,776,ย 1์/๑,-16,776,ย 1์/๑
-10,773,ว 1์/๑,-15,770,ว 1์/๑
-10,764,ย 3์/๑,-13,761,ย 3์/๑
-10,752,Þย 3์/๑,-9,749,Þย 3์/๑
-7,740,ย 2์/๑,-7,736,ย 2์/๑
-6,740,ัว 4์/๑,-10,743,ัว 4์/๑
-9,751,ว 1์/๑,-14,751,ว 1์/๑
-11,746,ว 3์/๑,-12,748,ว 3์/๑
-4,745,ว 2์/๑,-8,746,ว 2์/๑
-12,743,ย 3์/๑,-12,743,ย 3์/๑
-9,743,ย 4์/๑,-10,743,ย 4์/๑
-7,743,ย 3์/๑,-8,745,ย 3์/๑
-5,746,ัย 2์/๑,-6,747,ัย 2์/๑
-3,749,ุ,-3,750,ุ
-3,754,ุ,-5,755,ุ
-3,755,Þว 2์/๑,-7,755,Þว 2์/๑
-6,755,ัว 2์/๑,-10,756,ัว 2์/๑
-8,758,ย 1์/๑,-10,758,ย 1์/๑
-6,755,ย 3์/๑,-8,753,ย 3์/๑
-4,752,ย 1์/๑,-5,752,ย 1์/๑
-4,750,Þย 2์/๑,-6,748,Þย 2์/๑
0,747,Þว 2์/๑,-4,750,Þว 2์/๑
-5,753,ย 2์/๑,-6,752,ย 2์/๑
-4,749,ย 2์/๑,-4,747,ย 2์/๑
-3,740,ั 1์/๑,-5,742,ั 1์/๑
-6,749,ัว 2์/๑,-11,750,ัว 2์/๑
-4,751,Þว 2์/๑,-8,750,Þว 2์/๑
-3,746,ว 4์/๑,-4,749,ว 4์/๑
-1,751,Þ 2์/๑,-5,749,Þ 2์/๑
0,737,Þว 4์/๑,-1,738,Þว 4์/๑
0,738,ว 2์/๑,-2,738,ว 2์/๑
0,742,Þว 4์/๑,-4,744,Þว 4์/๑
+1,738,Þว 3์/๑,-4,740,Þว 3์/๑
-5,746,ว 3์/๑,-7,748,ว 3์/๑
-4,754,Þว 2์/๑,-10,755,Þว 2์/๑
-7,755,ว 4์/๑,-11,755,ว 4์/๑
-2,746,Þว 2์/๑,-4,749,Þว 2์/๑
+3,746,Þว 1์/๑,+1,745,Þว 1์/๑
+3,741,ว 3์/๑,+2,739,ว 3์/๑
+2,744,ัว 4์/๑,-3,749,ัว 4์/๑
+1,749,Þว 4์/๑,-1,747,Þว 4์/๑
0,749,ั 2์/๑,-4,752,ั 2์/๑
0,758,ัว 3์/๑,-4,759,ัว 3์/๑
+1,758,ว 5์/๑,-2,758,ว 5์/๑
+4,758,Þ 2์/๑,-1,758,Þ 2์/๑
+5,758,ย 2์/๑,0,758,ย 2์/๑
+5,757,ย 2์/๑,+2,757,ย 2์/๑
+8,757,Þย 2์/๑,+4,757,Þย 2์/๑
+10,757,ย 3์/๑,+6,758,ย 3์/๑
+9,759,Þย 2์/๑,+5,759,Þย 2์/๑
+8,758,ั 2์/๑,+6,757,ั 2์/๑
+12,757,ัย 2์/๑,+7,756,ัย 2์/๑
+11,756,ัย 2์/๑,+8,755,ัย 2์/๑
+12,755,ัย 3์/๑,,,
+4,759,ย 3์/๑,+1,760,ย 3์/๑
+4,761,ย 3์/๑,0,761,ย 3์/๑
+6,758,ย 2์/๑,+3,757,ย 2์/๑
+9,755,ย 3์/๑,+5,755,ย 3์/๑
+9,754,ั 3์/๑,+5,753,ั 3์/๑
+12,753,ัย 3์/๑,+7,753,ัย 3์/๑
+9,752,ัว 2์/๑,+4,752,ัว 2์/๑
+8,749,ัว 3์/๑,+2,751,ัว 3์/๑
+11,752,Þว 2์/๑,+8,751,Þว 2์/๑
+13,751,ว 2์/๑,+9,752,ว 2์/๑
+17,752,Þ 3์/๑,+10,752,Þ 3์/๑
+13,748,Þว 1์/๑,+11,750,Þว 1์/๑
+17,749,ัว 3์/๑,+12,750,ัว 3์/๑
+20,750,Þว 3์/๑,+16,751,Þว 3์/๑
+21,751,Þย 2์/๑,+17,750,Þย 2์/๑
+23,747,Þ 4์/๑,+19,746,Þ 4์/๑
+18,748,ว 4์/๑,+13,752,ว 4์/๑
+14,758,Þว 3์/๑,+10,758,Þว 3์/๑
+17,752,Þว 3์/๑,+12,749,Þว 3์/๑
+11,749,ั 3์/๑,+4,749,ั 3์/๑
+5,750,ัย 2์/๑,+1,752,ัย 2์/๑
+11,749,ัว 5์/๑,+8,749,ัว 5์/๑
+15,747,ว 4์/๑,+10,748,ว 4์/๑
+17,751,Þว 2์/๑,+14,750,Þว 2์/๑
+17,752,Þ 3์/๑,+15,752,Þ 3์/๑
+20,753,ว 3์/๑,+19,752,ว 3์/๑
+21,754,ว 2์/๑,+21,754,ว 2์/๑
+26,755,Þว 3์/๑,+18,755,Þว 3์/๑
+28,754,ว 1์/๑,+19,752,ว 1์/๑
+29,752,ัว 2์/๑,+21,752,ัว 2์/๑
+30,751,ว 2์/๑,+24,750,ว 2์/๑
+27,753,ัย 3์/๑,+20,753,ัย 3์/๑
+26,751,ย 3์/๑,+22,751,ย 3์/๑
+24,752,ย 4์/๑,+19,752,ย 4์/๑
+24,755,ย 3์/๑,+19,756,ย 3์/๑
+25,755,Þย 2์/๑,+21,753,Þย 2์/๑
+22,754,Þย 2์/๑,+18,753,Þย 2์/๑
+25,751,Þย 6์/๑,+16,752,Þย 6์/๑
+20,752,ย 3์/๑,+19,752,ย 3์/๑
+26,750,Þย 2์/๑,+20,749,Þย 2์/๑
+26,747,ัว 1์/๑,+23,746,ัว 1์/๑
+21,746,ัย 2์/๑,+17,747,ัย 2์/๑
+22,746,ั 2์/๑,+16,746,ั 2์/๑
+20,749,ัย 4์/๑,+15,750,ัย 4์/๑
+18,754,Þย 2์/๑,+11,753,Þย 2์/๑
+21,749,Þว 3์/๑,+17,748,Þว 3์/๑
+24,746,ว 2์/๑,+16,746,ว 2์/๑
+26,743,Þย 1์/๑,+19,743,Þย 1์/๑
+24,741,Þย 2์/๑,+20,740,Þย 2์/๑
+19,737,Þย 2์/๑,+19,737,Þย 2์/๑
+15,738,Þว 4์/๑,+11,740,Þว 4์/๑
+13,739,Þว 3์/๑,+13,741,Þว 3์/๑
+13,747,ัว 2์/๑,+12,749,ัว 2์/๑
+20,752,ย 2์/๑,+15,752,ย 2์/๑
+23,754,ว 2์/๑,+20,753,ว 2์/๑
+26,754,Þว 2์/๑,+22,753,Þว 2์/๑
+28,754,ัว 1์/๑,+23,752,ัว 1์/๑
+31,740,ว 2์/๑,+22,749,ว 2์/๑
+33,748,Þว 3์/๑,+28,746,Þว 3์/๑
+30,743,Þว 2์/๑,+26,742,Þว 2์/๑
+20,749,ั 2์/๑,+14,749,ั 2์/๑
+22,750,ัว 2์/๑,+16,749,ัว 2์/๑
+25,748,Þว 2์/๑,+18,747,Þว 2์/๑
+29,746,Þว 3์/๑,+23,744,Þว 3์/๑
+19,748,ัย 2์/๑,+16,748,ัย 2์/๑
+22,749,ั 1์/๑,+17,750,ั 1์/๑
+27,749,ว 4์/๑,+26,747,ว 4์/๑
+34,745,ว 4์/๑,+31,744,ว 4์/๑
+24,744,ัว 1์/๑,+24,745,ัว 1์/๑
+27,748,ั 3์/๑,+22,747,ั 3์/๑
+29,745,ั 1์/๑,+23,743,ั 1์/๑
+27,740,ัว 3์/๑,+20,740,ัว 3์/๑
+22,743,ัว 2์/๑,+19,745,ัว 2์/๑
+20,748,ั 3์/๑,+17,751,ั 3์/๑
+25,754,ั 2์/๑,+21,755,ั 2์/๑
+26,755,ั 2์/๑,+19,755,ั 2์/๑
+28,753,ั 2์/๑,+24,752,ั 2์/๑
+32,750,ย 2์/๑,+27,749,ย 2์/๑
+33,749,ว 2์/๑,+23,748,ว 2์/๑
+35,749,ัว 1์/๑,+25,748,ัว 1์/๑
+35,749,ว 2์/๑,+29,749,ว 2์/๑
+36,750,ย 1์/๑,+29,750,ย 1์/๑
+36,747,ย 2์/๑,+28,749,ย 2์/๑
+30,747,ั 3์/๑,+28,747,ั 3์/๑
+25,748,ย 1์/๑,+21,748,ย 1์/๑
+27,749,ย 2์/๑,+23,749,ย 2์/๑
+27,750,Þย 2์/๑,+21,749,Þย 2์/๑
+29,749,ย 3์/๑,+26,748,ย 3์/๑
+30,746,ัว 2์/๑,+25,746,ัว 2์/๑
+31,746,ัย 3์/๑,+25,747,ัย 3์/๑
+30,747,ัย 2์/๑,+26,747,ัย 2์/๑
+31,746,ย 2์/๑,+27,746,ย 2์/๑
+32,749,ย 2์/๑,+25,749,ย 2์/๑
+34,749,ว 2์/๑,+26,749,ว 2์/๑
+35,749,ว 3์/๑,+28,749,ว 3์/๑
+36,748,ว 2์/๑,+29,748,ว 2์/๑
+33,746,ัย 3์/๑,+29,746,ัย 3์/๑
+27,745,ั 3์/๑,+22,744,ั 3์/๑
+26,745,ัย 4์/๑,+22,744,ัย 4์/๑
+26,745,ั 3์/๑,+26,745,ั 3์/๑
+31,746,ัย 5์/๑,+28,746,ัย 5์/๑
+35,744,ั 3์/๑,+30,746,ั 3์/๑
+35,745,ว 2์/๑,+22,746,ว 2์/๑
+28,749,ย 2์/๑,+24,749,ย 2์/๑
+29,752,Þว 3์/๑,+21,750,Þว 3์/๑
+34,750,Þว 3์/๑,+24,749,Þว 3์/๑
+35,750,ัย 1์/๑,+30,750,ัย 1์/๑
+35,751,ว 2์/๑,+27,750,ว 2์/๑
+37,749,ัย 1์/๑,+32,749,ัย 1์/๑
+36,749,Þย 2์/๑,+26,750,Þย 2์/๑
+38,752,ั 2์/๑,+31,752,ั 2์/๑
+35,754,ย 1์/๑,+31,754,ย 1์/๑
+36,752,ัว 2์/๑,+32,752,ัว 2์/๑
+38,752,ย 2์/๑,+32,752,ย 2์/๑
+38,751,Þ 1์/๑,+32,752,Þ 1์/๑
+38,752,ว 1์/๑,+31,752,ว 1์/๑
+39,752,Þว 2์/๑,+32,752,Þว 2์/๑
+40,751,ัว 2์/๑,+29,750,ัว 2์/๑
+38,749,ย 2์/๑,+33,749,ย 2์/๑
+36,749,ัย 1์/๑,+32,749,ัย 1์/๑
+35,752,ัย 1์/๑,+29,752,ัย 1์/๑
+36,753,Þย 2์/๑,+27,753,Þย 2์/๑
+37,752,ว 1์/๑,+26,752,ว 1์/๑
+37,751,ั 3์/๑,+31,751,ั 3์/๑
+34,752,ัย 3์/๑,+29,752,ัย 3์/๑
+35,752,ย 2์/๑,+28,752,ย 2์/๑
+34,752,Þว 1์/๑,+28,753,Þว 1์/๑
+36,752,Þย 2์/๑,+25,751,Þย 2์/๑
+36,751,Þย 2์/๑,+30,752,Þย 2์/๑
+32,752,ัย 3์/๑,+25,752,ัย 3์/๑
+27,752,ั 3์/๑,+23,750,ั 3์/๑
+29,749,ว 2์/๑,+21,747,ว 2์/๑
+29,746,ัว 4์/๑,+23,746,ัว 4์/๑
+29,746,ว 3์/๑,+27,743,ว 3์/๑
+31,739,Þว 4์/๑,+26,737,Þว 4์/๑
+27,737,Þว 5์/๑,+20,735,Þว 5์/๑
+12,742,ั 4์/๑,+13,743,ั 4์/๑
+18,748,ัว 3์/๑,+14,748,ัว 3์/๑
+25,743,ว 3์/๑,+20,742,ว 3์/๑
+23,743,ว 2์/๑,+21,743,ว 2์/๑
+27,743,ว 3์/๑,+26,743,ว 3์/๑
+31,741,Þว 1์/๑,+21,740,Þว 1์/๑
+23,743,Þว 2์/๑,+18,743,Þว 2์/๑
+24,745,ว 2์/๑,+22,743,ว 2์/๑
+32,742,Þว 4์/๑,+28,742,Þว 4์/๑
+28,741,ัว 3์/๑,+17,745,ัว 3์/๑
+20,750,ัย 1์/๑,+11,753,ัย 1์/๑
+19,755,ย 2์/๑,+16,755,ย 2์/๑
+29,752,ย 6์/๑,+23,752,ย 6์/๑
+29,750,ัย 2์/๑,+24,751,ัย 2์/๑
+23,753,ว 2์/๑,,,
+19,753,ั 1์/๑,+17,752,ั 1์/๑
+19,747,ั 3์/๑,+11,748,ั 3์/๑
+13,751,ัว 4์/๑,+9,752,ัว 4์/๑
+15,755,ัว 1์/๑,+11,754,ัว 1์/๑
+17,754,ัย 3์/๑,+14,754,ัย 3์/๑
+18,755,ว 3์/๑,+14,755,ว 3์/๑
+17,758,ัย 2์/๑,+12,757,ัย 2์/๑
+20,755,ว 2์/๑,+16,754,ว 2์/๑
+15,753,ย 2์/๑,+13,754,ย 2์/๑
+17,757,ย 2์/๑,+11,756,ย 2์/๑
+19,757,ว 2์/๑,+13,755,ว 2์/๑
+23,755,ว 3์/๑,+17,755,ว 3์/๑
+25,753,Þว 3์/๑,+20,753,Þว 3์/๑
+25,753,Þ 2์/๑,+20,752,Þ 2์/๑
+25,752,Þว 3์/๑,+21,752,Þว 3์/๑
+26,753,Þว 4์/๑,+21,752,Þว 4์/๑
+26,752,ว 2์/๑,+17,753,ว 2์/๑
+24,752,ย 2์/๑,+21,750,ย 2์/๑
+16,747,Þย 2์/๑,+14,746,Þย 2์/๑
+12,746,ัว 2์/๑,+11,747,ัว 2์/๑
+13,745,ั 3์/๑,+11,752,ั 3์/๑
+19,752,ว 2์/๑,+12,752,ว 2์/๑
+20,750,ว 3์/๑,+14,750,ว 3์/๑
+20,747,Þว 2์/๑,+18,745,Þว 2์/๑
+21,740,ว 3์/๑,+14,740,ว 3์/๑
+6,746,ัว 2์/๑,+5,747,ัว 2์/๑
+7,746,ัย 3์/๑,+5,747,ัย 3์/๑
+9,751,ัย 3์/๑,+4,753,ัย 3์/๑
+6,758,ว 2์/๑,+2,760,ว 2์/๑
+5,761,ัว 2์/๑,+3,761,ัว 2์/๑
+3,761,ัย 1์/๑,+3,761,ัย 1์/๑
